"","S7831","S7850","S7878","S7935","S7987","S8057","S8064","S8079","S8081","S8084","S8143","S8146","S8174","S8177","S8180","S8261","S8272","S8289","S8321","S8329","S8335","S8337","S8338","S8345","S8346","S8347","S8354","S8356","S8370","S8383"
"S7831",1,0.811749784400296,0.872849667363591,0.893701820397223,0.898196527344402,0.846622543530326,0.891566299461443,0.889844712317423,0.920684271792728,0.955263056276974,0.901227171500203,0.962686688481996,0.910709584912576,0.928545595110176,0.978888935039669,0.919653217199332,0.928237519690764,0.84262088111367,0.92145617111418,0.693460893390677,0.8274645495578,0.910163147757573,0.841871880964861,0.712722237247759,0.682816462209214,0.891284640439816,0.700322065453979,0.838694122218084,0.701342814585809,0.837698069274232
"S7850",0.811749784400296,1,0.971166821770823,0.956305280175894,0.962241269963341,0.96810891188554,0.922560756345044,0.924976694974502,0.643756503338161,0.901594659332101,0.965084411755105,0.911470588160255,0.92593241452682,0.721930317562429,0.852365102388531,0.700104426694521,0.709353024649363,0.623513124623658,0.781713438365403,0.484296963886316,0.63353147469295,0.76457327443015,0.670371492524012,0.495179622118254,0.471047386620139,0.690246359317066,0.508630909988174,0.741633586110817,0.513202680216489,0.716574259027557
"S7878",0.872849667363591,0.971166821770823,1,0.988957218820118,0.977507722437846,0.991851374444045,0.954545144721273,0.97705891941204,0.743005672074358,0.961959266558975,0.969511886903615,0.949721121604173,0.974778946418804,0.808438574394814,0.922651504786691,0.795497180821714,0.799937939138086,0.70377488077304,0.839002372821339,0.576590630914648,0.701804499973421,0.845004470834336,0.742152160894196,0.591640637872034,0.564423574780984,0.742028792688099,0.607805093957247,0.788528838821393,0.615290616502657,0.75167243756903
"S7935",0.893701820397223,0.956305280175894,0.988957218820118,1,0.980368735342747,0.987437986756349,0.984300311921016,0.960876333605631,0.738216545397138,0.961781661454562,0.951147534344054,0.963769498086227,0.962706466500939,0.796019102789904,0.936768015226173,0.792578270204509,0.79378747794519,0.703544286706964,0.828508467172564,0.549735991883077,0.714091715264037,0.830190833000004,0.745154841639459,0.576430252453399,0.5384408757856,0.748609234224321,0.591591530845076,0.758347436712007,0.597974470670067,0.774544315067159
"S7987",0.898196527344402,0.962241269963341,0.977507722437846,0.980368735342747,1,0.983171224921243,0.962574584603453,0.945352707525087,0.751009984316739,0.946266343267555,0.9812967184141,0.97271765939224,0.943757312489496,0.790530342278731,0.939640925259284,0.769799963630884,0.781402511836202,0.666851835124208,0.819790698206951,0.521007373568433,0.671757006215977,0.806857463334525,0.688501742331818,0.545130405207113,0.508194051335066,0.726193298254691,0.5534106100903,0.735328493029303,0.559073109691172,0.728649564724369
"S8057",0.846622543530326,0.96810891188554,0.991851374444045,0.987437986756349,0.983171224921243,1,0.957986086004177,0.964152551853065,0.708407469699461,0.940275428433188,0.957196766071948,0.936774436374975,0.952662264495511,0.767172501473129,0.903975120299014,0.757000601659936,0.760969223757569,0.644710838388382,0.793494760208846,0.52844033557097,0.668348705900712,0.800219627336511,0.693162260598272,0.553066606111478,0.516530528626753,0.699753765684841,0.57205577614916,0.736391051841263,0.580901013954721,0.72436756473728
"S8064",0.891566299461443,0.922560756345044,0.954545144721273,0.984300311921016,0.962574584603453,0.957986086004177,1,0.910436705495518,0.707961270466366,0.925907325628024,0.91474208093796,0.952008987098314,0.909175857360031,0.752713446038169,0.921579337013603,0.75955151759658,0.754585091878726,0.641839277421509,0.766380800999601,0.473346627148175,0.6577149314989,0.775220677471306,0.693466179501701,0.504453395994821,0.461407182419364,0.703972434804748,0.518905932005262,0.687840493729904,0.524146847716548,0.728658381193971
"S8079",0.889844712317423,0.924976694974502,0.97705891941204,0.960876333605631,0.945352707525087,0.964152551853065,0.910436705495518,1,0.822402608810484,0.979138458973841,0.94379742198222,0.932961696470636,0.9871902696711,0.875804114748213,0.932332939211965,0.864787467527658,0.869611122726084,0.78115714407833,0.894025857389006,0.689310003572493,0.79752037358889,0.8978072505103,0.83126426000586,0.700469668014852,0.67844549028031,0.811088915662464,0.708052673216218,0.858289768588359,0.718789793793651,0.814076437690077
"S8081",0.920684271792728,0.643756503338161,0.743005672074358,0.738216545397138,0.751009984316739,0.708407469699461,0.707961270466366,0.822402608810484,1,0.875859732347553,0.778280296255073,0.819298194555739,0.824566203530801,0.984076883671384,0.887207668396062,0.97309047014498,0.982373718608436,0.884121880714489,0.918013799323547,0.874388480822672,0.880423991142947,0.941748484906931,0.877866086048302,0.878269682660822,0.866844207383927,0.914657293586923,0.860972837971991,0.899921450252231,0.864908884016137,0.822931247727231
"S8084",0.955263056276974,0.901594659332101,0.961959266558975,0.961781661454562,0.946266343267555,0.940275428433188,0.925907325628024,0.979138458973841,0.875859732347553,1,0.94811421016833,0.971614926679497,0.989875745668676,0.920709324707662,0.97921436707098,0.912371443133466,0.918155861703561,0.847071380659998,0.939441859865816,0.7204073079528,0.840083452811393,0.938270092805408,0.869046765419016,0.73828329196038,0.710283371528559,0.868613523516414,0.740740157629923,0.878777743564042,0.744274599740693,0.857548199575091
"S8143",0.901227171500203,0.965084411755105,0.969511886903615,0.951147534344054,0.9812967184141,0.957196766071948,0.91474208093796,0.94379742198222,0.778280296255073,0.94811421016833,1,0.965264074762328,0.952976631225156,0.826093787137729,0.933233292190475,0.792285358164255,0.81006508561927,0.711984434013267,0.863372163618331,0.573131810922241,0.687365881543496,0.843275984169559,0.715290181862005,0.582014420181995,0.55954524598244,0.760183444226305,0.585009799163767,0.794620278068862,0.587854998432945,0.734072519159016
"S8146",0.962686688481996,0.911470588160255,0.949721121604173,0.963769498086227,0.97271765939224,0.936774436374975,0.952008987098314,0.932961696470636,0.819298194555739,0.971614926679497,0.965264074762328,1,0.952629634398461,0.850096494405106,0.985845986592799,0.832729145156087,0.844620559852657,0.765934397849569,0.885098413650482,0.576935777487135,0.739947964503633,0.859629994013289,0.765032479216148,0.601016862542999,0.565055762573895,0.798251723909597,0.599033878479864,0.775820680220445,0.599603271481242,0.781808785955855
"S8174",0.910709584912576,0.92593241452682,0.974778946418804,0.962706466500939,0.943757312489496,0.952662264495511,0.909175857360031,0.9871902696711,0.824566203530801,0.989875745668676,0.952976631225156,0.952629634398461,1,0.886879713679994,0.949104405072941,0.871548634377624,0.880600788416509,0.831575360832937,0.929997938790151,0.701341400216385,0.820492677085894,0.922140197884702,0.849563289550639,0.715945858042725,0.691526499525136,0.844396625559473,0.723221098404639,0.874927076962094,0.729087890846674,0.84596534984953
"S8177",0.928545595110176,0.721930317562429,0.808438574394814,0.796019102789904,0.790530342278731,0.767172501473129,0.752713446038169,0.875804114748213,0.984076883671384,0.920709324707662,0.826093787137729,0.850096494405106,0.886879713679994,1,0.905346607707646,0.991587019703821,0.99807240774629,0.921818860384338,0.957685097783149,0.900729872179284,0.912996746614258,0.984507960548574,0.924996255670216,0.902965199294274,0.893143843050608,0.943749244055524,0.893588303390417,0.954740923300078,0.895249450903609,0.873630129344408
"S8180",0.978888935039669,0.852365102388531,0.922651504786691,0.936768015226173,0.939640925259284,0.903975120299014,0.921579337013603,0.932332939211965,0.887207668396062,0.97921436707098,0.933233292190475,0.985845986592799,0.949104405072941,0.905346607707646,1,0.893050800851866,0.902543264571908,0.824574047262152,0.91702993593946,0.667002830567815,0.794081475105371,0.905468639065131,0.819360446136611,0.689787257231749,0.656552619902706,0.834900046726615,0.68493343622702,0.815176992334753,0.684725443211348,0.80702065240311
"S8261",0.919653217199332,0.700104426694521,0.795497180821714,0.792578270204509,0.769799963630884,0.757000601659936,0.75955151759658,0.864787467527658,0.97309047014498,0.912371443133466,0.792285358164255,0.832729145156087,0.871548634377624,0.991587019703821,0.893050800851866,1,0.99690493161392,0.906711226069198,0.932869681968765,0.899827003285239,0.917607698584951,0.976101045043981,0.935755705924566,0.908168257615693,0.892867026902696,0.935493185491269,0.902460569171535,0.942078725972572,0.902121143832719,0.878365710114025
"S8272",0.928237519690764,0.709353024649363,0.799937939138086,0.79378747794519,0.781402511836202,0.760969223757569,0.754585091878726,0.869611122726084,0.982373718608436,0.918155861703561,0.81006508561927,0.844620559852657,0.880600788416509,0.99807240774629,0.902543264571908,0.99690493161392,1,0.921137055595736,0.951182189117647,0.903026812781913,0.923307847076534,0.982174094330509,0.933204419632872,0.910127267354755,0.89600183776822,0.946997054492233,0.901659412668658,0.949402994430798,0.902314478518519,0.884079860784509
"S8289",0.84262088111367,0.623513124623658,0.70377488077304,0.703544286706964,0.666851835124208,0.644710838388382,0.641839277421509,0.78115714407833,0.884121880714489,0.847071380659998,0.711984434013267,0.765934397849569,0.831575360832937,0.921818860384338,0.824574047262152,0.906711226069198,0.921137055595736,1,0.965624128609432,0.901176295420691,0.951666413212434,0.945971476411076,0.955872033657657,0.903541584531186,0.899078651443876,0.947836054257463,0.888151349256837,0.934236275655256,0.885831103414274,0.926750048789038
"S8321",0.92145617111418,0.781713438365403,0.839002372821339,0.828508467172564,0.819790698206951,0.793494760208846,0.766380800999601,0.894025857389006,0.918013799323547,0.939441859865816,0.863372163618331,0.885098413650482,0.929997938790151,0.957685097783149,0.91702993593946,0.932869681968765,0.951182189117647,0.965624128609432,1,0.854007637820127,0.930145008195177,0.973992679041286,0.939018445894153,0.858241913309354,0.847455582782233,0.952655041225444,0.845194591656367,0.954340004669677,0.845127686025085,0.922042034901801
"S8329",0.693460893390677,0.484296963886316,0.576590630914648,0.549735991883077,0.521007373568433,0.52844033557097,0.473346627148175,0.689310003572493,0.874388480822672,0.7204073079528,0.573131810922241,0.576935777487135,0.701341400216385,0.900729872179284,0.667002830567815,0.899827003285239,0.903026812781913,0.901176295420691,0.854007637820127,1,0.910885567951377,0.903609976664163,0.902042495629229,0.993282355269746,0.999774926480735,0.878584965435666,0.986833584173879,0.928548043444283,0.985345610553919,0.839959396864032
"S8335",0.8274645495578,0.63353147469295,0.701804499973421,0.714091715264037,0.671757006215977,0.668348705900712,0.6577149314989,0.79752037358889,0.880423991142947,0.840083452811393,0.687365881543496,0.739947964503633,0.820492677085894,0.912996746614258,0.794081475105371,0.917607698584951,0.923307847076534,0.951666413212434,0.930145008195177,0.910885567951377,1,0.922117969363861,0.972741539306336,0.929013189999539,0.909408057836886,0.970595380983243,0.916174524422515,0.932335826497769,0.919847178563694,0.979502935264935
"S8337",0.910163147757573,0.76457327443015,0.845004470834336,0.830190833000004,0.806857463334525,0.800219627336511,0.775220677471306,0.8978072505103,0.941748484906931,0.938270092805408,0.843275984169559,0.859629994013289,0.922140197884702,0.984507960548574,0.905468639065131,0.976101045043981,0.982174094330509,0.945971476411076,0.973992679041286,0.903609976664163,0.922117969363861,1,0.940420108562234,0.90784141383126,0.897202627202307,0.942410667181493,0.907246994842934,0.97049530896141,0.906731273608371,0.900849581649176
"S8338",0.841871880964861,0.670371492524012,0.742152160894196,0.745154841639459,0.688501742331818,0.693162260598272,0.693466179501701,0.83126426000586,0.877866086048302,0.869046765419016,0.715290181862005,0.765032479216148,0.849563289550639,0.924996255670216,0.819360446136611,0.935755705924566,0.933204419632872,0.955872033657657,0.939018445894153,0.902042495629229,0.972741539306336,0.940420108562234,1,0.905503530833104,0.898309795599771,0.944861873619193,0.892839005378142,0.953065056324617,0.891516762052795,0.952770615740486
"S8345",0.712722237247759,0.495179622118254,0.591640637872034,0.576430252453399,0.545130405207113,0.553066606111478,0.504453395994821,0.700469668014852,0.878269682660822,0.73828329196038,0.582014420181995,0.601016862542999,0.715945858042725,0.902965199294274,0.689787257231749,0.908168257615693,0.910127267354755,0.903541584531186,0.858241913309354,0.993282355269746,0.929013189999539,0.90784141383126,0.905503530833104,1,0.993856814533467,0.889104995973793,0.996460398984876,0.916986348218951,0.993814387249963,0.864193726162294
"S8346",0.682816462209214,0.471047386620139,0.564423574780984,0.5384408757856,0.508194051335066,0.516530528626753,0.461407182419364,0.67844549028031,0.866844207383927,0.710283371528559,0.55954524598244,0.565055762573895,0.691526499525136,0.893143843050608,0.656552619902706,0.892867026902696,0.89600183776822,0.899078651443876,0.847455582782233,0.999774926480735,0.909408057836886,0.897202627202307,0.898309795599771,0.993856814533467,1,0.873956831697031,0.987645634698985,0.922324263864886,0.985985887855093,0.837717642932838
"S8347",0.891284640439816,0.690246359317066,0.742028792688099,0.748609234224321,0.726193298254691,0.699753765684841,0.703972434804748,0.811088915662464,0.914657293586923,0.868613523516414,0.760183444226305,0.798251723909597,0.844396625559473,0.943749244055524,0.834900046726615,0.935493185491269,0.946997054492233,0.947836054257463,0.952655041225444,0.878584965435666,0.970595380983243,0.942410667181493,0.944861873619193,0.889104995973793,0.873956831697031,1,0.874512999246835,0.947750840980129,0.880000357664584,0.960967536723216
"S8354",0.700322065453979,0.508630909988174,0.607805093957247,0.591591530845076,0.5534106100903,0.57205577614916,0.518905932005262,0.708052673216218,0.860972837971991,0.740740157629923,0.585009799163767,0.599033878479864,0.723221098404639,0.893588303390417,0.68493343622702,0.902460569171535,0.901659412668658,0.888151349256837,0.845194591656367,0.986833584173879,0.916174524422515,0.907246994842934,0.892839005378142,0.996460398984876,0.987645634698985,0.874512999246835,1,0.910323888521746,0.997693010078116,0.855953419006577
"S8356",0.838694122218084,0.741633586110817,0.788528838821393,0.758347436712007,0.735328493029303,0.736391051841263,0.687840493729904,0.858289768588359,0.899921450252231,0.878777743564042,0.794620278068862,0.775820680220445,0.874927076962094,0.954740923300078,0.815176992334753,0.942078725972572,0.949402994430798,0.934236275655256,0.954340004669677,0.928548043444283,0.932335826497769,0.97049530896141,0.953065056324617,0.916986348218951,0.922324263864886,0.947750840980129,0.910323888521746,1,0.911691721570663,0.91262838459656
"S8370",0.701342814585809,0.513202680216489,0.615290616502657,0.597974470670067,0.559073109691172,0.580901013954721,0.524146847716548,0.718789793793651,0.864908884016137,0.744274599740693,0.587854998432945,0.599603271481242,0.729087890846674,0.895249450903609,0.684725443211348,0.902121143832719,0.902314478518519,0.885831103414274,0.845127686025085,0.985345610553919,0.919847178563694,0.906731273608371,0.891516762052795,0.993814387249963,0.985985887855093,0.880000357664584,0.997693010078116,0.911691721570663,1,0.857737019595854
"S8383",0.837698069274232,0.716574259027557,0.75167243756903,0.774544315067159,0.728649564724369,0.72436756473728,0.728658381193971,0.814076437690077,0.822931247727231,0.857548199575091,0.734072519159016,0.781808785955855,0.84596534984953,0.873630129344408,0.80702065240311,0.878365710114025,0.884079860784509,0.926750048789038,0.922042034901801,0.839959396864032,0.979502935264935,0.900849581649176,0.952770615740486,0.864193726162294,0.837717642932838,0.960967536723216,0.855953419006577,0.91262838459656,0.857737019595854,1
